epoch,train_loss,val_loss,val_ppl
138,0.13833118458767546,1.2293384107122398,3.418966836049148
139,0.14170574973225838,1.2357448538639897,3.440940564287709
140,0.1456832940152435,1.2214332180576135,3.392045792743133
141,0.13504642507112363,1.2707290202007626,3.5634494422793628
142,0.13421979069734136,1.2204187354839353,3.388606366311347
143,0.13991235532429835,1.2324300075038115,3.429553258993513
144,0.13064674215873115,1.2543308100200947,3.5054917493078963
145,0.1321666766617266,1.2185593642424466,3.3823115431052924
146,0.12725150192245493,1.2241752320654375,3.401359593272181
147,0.12490779782436456,1.1856923763665772,3.2729521518637283
148,0.128777887921858,1.2007100263475776,3.3224751303244173
149,0.11218424283598315,1.1982228316162293,3.3142217558147458
150,0.11495776079567686,1.2237269792547845,3.3998352659419835
